transactionAmount,paymentType,transactionVelocity,ipRisk,deviceRisk,geoDistance,impossibleTravel,hourOfDay,repeatedFailures,newDeviceFlag,fraudLabel
5719.98,0,1,5.92,12.91,23.16,0,7,0,0,0
9338.4,0,1,12.85,20.47,347.46,0,22,1,1,0
1010.17,1,1,14.02,14.35,110.88,0,20,0,0,0
3911.28,0,2,25.22,12.72,34.5,0,3,0,1,0
2178.79,0,2,2.7,13.85,186.04,0,5,1,0,0
2839.45,1,0,95.72,6.92,142.29,0,9,0,0,1
7438.38,0,2,18.63,18.65,114.18,0,21,0,0,0
8292.66,0,0,20.13,23.9,58.95,0,22,0,1,0
12688.4,0,0,4.83,8.96,38.24,0,5,2,1,1
4796.25,0,1,3.19,82.61,44.64,0,18,0,0,0
2807.31,0,6,4.67,1.99,27.72,0,7,0,0,1
2433.59,1,1,22.2,73.8,1609.03,1,18,1,0,1
552.94,0,1,8.14,9.7,86.05,0,16,1,1,0
11964.93,0,1,28.28,35.4,106.07,0,6,0,0,0
2271.29,0,1,3.5,4.78,67.12,1,5,0,0,1
5197.31,0,1,21.77,23.73,436.14,0,17,0,0,0
45946.33,0,1,36.96,67.29,67.56,0,11,1,0,0
41520.38,1,2,33.81,43.14,44.35,0,15,0,0,1
1244.7,0,1,30.57,14.04,47.12,0,6,0,0,0
14720.85,0,2,26.79,8.29,57.81,0,23,0,1,1
4189.91,1,1,4.33,10.9,242.5,0,19,0,1,0
1753.58,0,2,6.91,56.5,99.98,0,2,0,1,0
2761.84,1,0,6.87,35.51,99.64,0,1,0,0,0
9285.76,0,0,12.19,36.5,60.05,0,4,0,0,0
7976.97,0,0,31.19,4.37,216.29,0,2,0,0,0
723.37,1,9,17.74,6.37,326.11,0,2,0,0,1
16063.16,0,0,4.02,11.96,143.4,0,14,0,0,0
8234.99,0,7,26.06,19.19,46.2,0,15,0,1,0
2690.61,0,0,36.47,53.43,114.33,0,14,0,0,0
951.73,1,1,11.55,3.09,150.95,0,11,0,0,0
8991.26,0,0,36.12,4.77,151.46,0,10,0,0,0
5046.39,0,0,12.43,12.44,132.58,0,13,0,0,0
729.38,1,3,12.39,9.73,13.27,0,8,0,0,0
2484.74,1,1,28.17,68.02,146.06,0,7,0,0,0
71408.55,0,11,2.8,19.39,194.94,0,20,0,0,1
3185.94,0,1,26.53,20.88,18.02,0,1,0,0,0
1492.23,0,0,26.07,24.27,30.14,0,12,1,0,0
1143.1,0,2,28.51,8.89,20.33,0,8,0,0,0
18436.71,0,1,46.85,5.36,149.86,0,15,1,1,0
7315.56,0,12,70.68,23.97,51.13,0,16,1,0,1
12803.06,0,0,43.31,48.74,29.32,0,20,0,0,1
4016.58,0,0,63.31,1.97,298.44,0,10,0,0,0
10982.07,1,1,8.92,14.1,199.5,0,16,5,0,0
1341.68,0,2,23.56,30.03,24.42,0,10,0,0,0
78042.22,1,1,9.97,17.41,442.92,1,16,1,0,1
41721.87,1,0,25.47,20.65,81.95,0,10,0,1,0
12487.04,0,4,34.36,17.07,48.63,0,2,0,0,0
4310.65,1,3,5.08,20.17,29.43,0,16,6,1,0
1676.54,1,2,46.43,15.32,64.05,0,4,0,0,0
3341.16,0,1,76.94,77.72,99.85,0,12,1,0,0
586.16,1,0,3.99,21.88,79.14,0,0,0,0,0
307.67,0,0,3.31,8.64,461.89,0,19,1,0,0
7196.44,1,1,8.0,38.17,194.35,0,9,3,0,0
2154.38,0,2,10.25,12.14,43.68,0,1,1,0,0
2412.9,0,1,6.06,82.99,186.66,0,4,0,0,0
7193.6,0,2,21.48,8.52,191.58,0,10,1,1,1
12670.23,1,1,17.85,41.04,11.55,0,13,0,0,0
5348.05,0,0,22.58,10.18,89.18,0,12,1,0,0
21548.74,0,1,25.82,39.56,236.06,0,7,0,0,0
5180.67,0,1,30.47,21.29,36.6,0,6,0,1,0
4239.55,0,6,15.55,28.97,21.56,0,0,0,0,0
3985.38,1,0,39.22,16.56,49.74,0,4,0,1,0
102842.96,1,3,5.46,41.63,62.52,0,22,0,0,1
125108.33,0,1,26.49,9.49,67.21,0,17,0,0,0
271.66,0,1,32.51,13.16,129.05,0,2,0,0,0
1743.67,0,2,16.8,40.22,206.74,1,18,0,1,0
3206.48,0,1,64.73,13.34,470.82,0,19,1,0,0
1422.59,1,0,19.41,17.69,3653.73,1,2,0,0,0
1994.69,1,3,24.34,17.5,206.57,0,9,0,0,0
19719.74,0,9,27.63,19.59,47.39,0,23,1,0,1
9452.4,0,1,3.6,7.81,77.56,0,0,0,0,0
140541.74,0,3,1.17,97.41,67.53,0,0,0,0,1
1959.48,0,2,14.57,15.08,51.96,0,4,0,0,0
873.93,0,1,35.64,95.5,16.75,0,16,0,0,0
6342.28,1,1,17.49,3.79,162.22,0,9,0,0,0
2441.23,0,1,67.71,14.24,280.11,0,16,0,0,0
438.58,1,4,12.38,68.71,52.57,0,15,0,0,0
3466.09,0,0,8.07,19.1,67.52,0,21,0,0,0
4860.9,0,3,7.32,83.14,85.83,0,7,0,0,0
8210.27,0,0,0.68,14.17,339.55,0,1,0,0,0
2912.15,0,0,0.75,26.72,92.1,1,18,0,0,0
2158.85,0,1,15.03,28.18,38.58,0,17,0,0,0
22839.91,0,11,6.27,19.13,2174.08,1,4,0,0,1
3154.5,1,0,78.81,16.35,135.02,0,23,0,0,0
6435.35,0,1,47.31,3.27,103.91,0,23,0,0,0
1827.05,1,0,1.33,42.26,1.27,0,6,5,0,0
6247.33,1,0,12.6,13.05,24.73,0,17,0,0,1
730.97,0,0,20.33,13.87,138.1,0,1,1,0,0
1974.23,0,1,10.57,17.68,205.91,0,15,0,0,0
936.1,0,2,24.41,20.91,96.27,0,7,0,0,1
81367.54,0,2,65.79,23.63,0.28,0,3,0,0,1
10943.16,1,1,4.11,77.0,2176.77,1,4,2,0,0
1698.79,1,1,22.71,43.79,70.36,0,10,0,0,1
155191.27,0,2,18.37,2.6,89.07,0,17,0,0,0
14289.28,0,1,2.13,17.85,43.45,0,12,0,0,0
3048.55,1,1,3.82,12.23,60.87,0,0,0,0,0
8465.61,1,13,22.78,23.05,160.23,1,18,0,0,1
5329.89,0,1,17.0,66.82,22.95,0,7,0,0,0
31499.32,1,0,1.33,15.32,263.36,0,17,1,0,0
6636.34,0,1,15.63,27.17,223.92,0,16,0,1,0
19730.84,0,0,32.09,29.34,20.66,0,21,0,0,0
1656.95,0,2,30.2,15.55,123.43,0,17,0,0,0
1200.87,0,0,1.08,13.18,267.71,0,18,1,0,0
1132.39,1,1,4.05,9.29,92.48,0,6,0,0,0
8471.2,0,1,20.67,26.93,6.13,0,13,7,0,1
9695.02,0,3,56.06,7.41,3516.73,1,2,0,0,1
1831.63,0,1,35.38,12.71,229.32,0,4,7,1,1
370.18,0,4,45.09,35.41,41.52,0,10,0,0,0
1595.98,0,1,9.51,10.64,84.1,0,10,0,0,0
5420.02,0,4,23.77,65.09,3747.12,1,21,1,0,1
2931.52,1,2,70.39,92.42,63.71,0,20,0,0,1
3753.14,0,0,75.92,7.51,80.13,0,9,0,0,1
1856.88,1,1,2.72,41.43,6.55,0,19,1,0,0
8639.41,0,3,25.93,2.88,40.18,0,17,0,0,0
4416.89,1,1,8.82,8.72,229.93,0,8,3,0,0
31326.6,1,1,16.1,41.39,3306.56,1,20,0,0,1
3674.11,0,6,22.34,8.55,7.92,0,1,1,0,1
5294.21,0,5,14.68,25.49,155.95,0,15,0,0,0
4957.08,1,1,92.86,17.03,96.94,0,22,0,1,1
1238.83,0,0,4.66,4.78,0.25,0,12,0,1,1
4550.82,1,1,25.27,10.4,314.78,0,1,1,0,0
6915.41,0,1,7.82,21.67,78.61,0,2,1,1,0
50998.51,0,0,7.69,16.83,33.85,0,10,0,1,1
4750.98,0,0,12.43,24.05,41.23,0,21,1,0,0
1193.62,1,1,8.97,27.86,6.53,0,12,0,0,0
1392.26,0,1,1.28,83.31,156.14,0,4,0,0,0
2028.09,1,2,55.62,14.65,113.42,0,9,0,0,1
3787.51,1,0,25.59,25.28,43.41,0,0,0,0,0
2773.22,0,1,2.28,20.92,165.02,0,4,0,0,0
1018.69,0,1,27.9,4.46,94.95,0,21,0,0,0
1012.6,0,0,18.82,20.76,261.31,0,16,0,0,0
136638.95,0,0,26.86,18.06,172.27,0,7,0,0,1
138.45,1,0,6.46,15.84,115.65,0,10,1,1,0
2746.87,0,0,4.44,27.54,78.94,0,11,0,1,0
31895.82,0,0,3.77,18.08,61.87,0,23,0,0,0
18897.4,1,3,18.62,28.21,28.76,0,3,1,0,0
1178.23,0,0,36.79,28.14,24.72,0,10,0,0,0
3640.6,0,1,8.19,27.53,1665.88,1,9,1,0,0
724.46,0,2,21.44,8.64,128.21,0,22,0,1,0
843.78,0,3,26.07,6.61,15.06,0,7,0,0,1
946.27,1,0,84.55,23.66,21.8,0,3,5,0,1
2501.14,0,1,45.3,19.65,1754.36,1,12,1,1,1
2611.14,0,1,30.87,14.32,72.93,0,11,0,0,0
4034.76,0,0,21.59,51.65,50.31,0,1,6,0,0
6082.78,0,2,7.49,10.55,113.95,0,0,2,1,0
2237.51,0,6,13.95,16.81,22.61,0,3,0,1,1
3249.32,0,1,27.69,8.58,162.07,0,21,0,0,0
1049.62,1,0,3.11,35.44,70.08,0,6,0,0,0
816.89,1,1,9.63,18.74,212.58,0,6,0,0,0
699.96,0,0,15.56,12.03,3.87,0,9,0,0,0
5998.4,1,1,17.13,25.71,62.94,0,2,0,0,1
2235.21,0,7,13.64,27.04,174.95,0,23,0,1,1
482.45,1,0,30.6,6.1,44.7,0,22,0,0,0
2942.19,0,3,54.69,53.79,110.58,0,13,0,1,0
898.91,0,1,40.99,20.21,86.55,0,19,0,1,0
171673.48,0,5,34.63,22.42,23.08,0,2,0,0,1
1756.68,0,3,10.66,39.86,25.43,0,17,6,0,0
6195.05,1,8,6.99,18.8,222.84,0,17,1,0,0
9311.1,0,2,9.13,6.25,156.79,0,4,6,0,1
1206.01,0,3,4.68,13.65,52.88,0,21,1,0,0
3381.41,0,1,8.63,5.72,73.76,0,10,0,0,0
5450.53,1,1,14.9,1.94,100.03,0,17,0,0,0
3517.64,1,2,20.81,44.36,10.05,0,20,0,0,1
4496.71,0,1,20.03,0.63,137.33,0,21,0,0,0
148217.18,0,1,17.5,17.39,228.59,0,17,0,0,1
5453.63,0,0,26.15,12.62,3665.96,1,21,1,0,1
1927.22,1,1,32.93,78.58,46.32,0,2,0,0,0
4444.63,1,3,23.08,9.73,441.06,0,1,0,0,0
7863.51,0,0,5.72,13.79,20.18,0,15,0,0,0
6116.89,1,3,14.11,48.61,46.29,0,6,6,1,1
4441.38,0,0,33.1,63.83,7.77,0,19,5,1,1
5955.84,1,2,19.78,0.56,24.17,0,21,0,1,0
6237.98,0,1,18.16,15.77,224.26,0,0,0,0,0
13981.65,0,1,43.56,9.04,198.66,0,5,0,0,0
3028.88,0,0,29.27,11.79,101.08,0,17,1,1,0
3692.12,0,0,25.52,11.65,20.53,0,17,0,0,0
7959.06,1,1,23.64,20.73,14.68,0,21,0,0,0
1919.1,0,1,15.41,4.04,253.1,0,2,0,0,0
824.46,1,0,17.63,13.39,120.66,0,11,0,0,0
82855.12,1,2,26.37,10.88,250.9,0,12,0,0,1
2550.33,1,1,7.32,11.05,41.68,0,17,1,0,0
936.8,1,1,12.71,35.08,40.35,0,0,1,0,1
5169.56,0,1,6.27,18.33,2981.04,1,6,1,0,0
13110.03,0,9,21.47,17.03,10.63,0,12,1,0,1
614.16,0,1,3.99,32.93,207.14,0,14,0,0,1
8710.85,0,1,8.41,10.5,148.97,0,19,0,1,0
247.88,1,3,14.95,33.09,30.36,0,17,0,1,1
2100.04,0,1,31.6,63.6,545.14,0,19,1,0,0
19742.24,0,0,2.56,8.54,31.39,0,15,0,0,0
132537.15,0,3,4.49,3.69,91.96,0,21,1,0,0
3428.71,0,7,20.5,16.05,95.55,0,3,1,0,1
6720.15,1,0,51.47,41.21,218.49,0,22,0,0,0
563.14,0,1,31.53,3.77,4203.25,1,16,1,1,0
3368.07,1,0,92.9,37.89,252.89,0,4,0,1,1
3341.63,1,0,24.34,31.12,122.22,0,17,1,0,1
20177.45,1,1,24.25,31.45,5.32,0,1,1,0,0
910.74,0,2,8.96,0.63,246.1,0,20,0,0,0
2139.79,1,11,17.35,26.1,22.6,0,22,0,0,1
1238.49,0,0,4.31,100.0,1.39,0,22,0,0,0
1113.86,0,0,2.62,16.15,107.56,0,15,1,0,0
9675.99,1,3,10.7,4.94,61.73,0,2,0,0,0
3218.44,1,2,6.71,13.07,5.59,0,17,1,0,0
37917.18,0,0,31.31,5.15,35.34,0,14,1,0,0
1867.12,1,1,4.86,18.29,333.92,0,8,1,0,1
1784.28,0,1,41.36,6.88,141.24,0,8,0,0,0
1951.19,0,1,20.77,20.51,159.77,0,20,0,1,0
884.97,1,3,16.56,3.52,409.42,0,10,0,0,0
2419.39,0,2,9.54,25.95,59.61,0,20,0,0,0
2188.11,1,1,14.67,9.32,15.44,0,10,0,0,0
1468.8,0,1,11.18,30.45,112.57,0,3,0,0,0
3659.37,1,2,20.07,2.28,180.27,0,8,1,0,0
3983.39,1,0,0.34,4.45,13.57,0,18,1,1,0
1796.06,1,0,9.01,2.1,51.99,0,17,1,0,0
2713.15,0,0,1.0,34.75,1.9,0,11,0,0,0
27136.2,1,0,20.46,13.85,71.95,0,20,0,0,1
26119.39,0,1,11.79,8.36,10.55,0,20,4,0,1
1092.16,1,3,5.52,0.69,20.29,0,15,0,1,0
1255.83,0,1,45.49,19.26,34.91,0,20,0,0,0
75193.93,0,0,17.42,13.25,12.68,0,2,1,1,0
9018.69,1,0,3.77,27.55,1488.78,1,22,2,0,0
2103.74,0,0,3.43,20.59,29.13,0,2,0,0,0
3982.54,0,3,57.0,8.38,19.8,0,10,0,0,0
152673.24,1,4,15.03,8.62,162.51,0,10,0,0,1
3101.17,0,1,21.96,8.16,14.33,0,23,0,1,0
6350.25,0,0,13.97,1.19,106.65,0,0,0,0,0
5273.35,0,3,54.95,47.68,64.17,0,2,2,1,1
1740.25,0,0,30.0,13.28,100.39,0,19,0,0,0
9037.72,0,0,25.16,70.22,38.13,0,10,1,0,0
1339.83,0,9,50.18,22.23,186.0,0,6,0,1,1
11966.66,0,1,11.74,2.35,257.7,0,4,2,1,0
1741.58,0,0,5.39,35.54,30.84,0,13,0,0,1
1943.09,0,1,23.9,47.54,4561.97,1,13,0,1,1
1055.23,1,2,72.81,78.86,16.62,0,23,1,0,1
1243.57,1,2,100.0,57.33,19.76,0,7,0,0,0
2045.17,0,2,12.71,69.38,81.59,0,7,0,0,0
275.52,0,0,16.79,42.4,352.0,0,21,1,0,0
2481.62,1,0,5.95,3.18,78.14,0,17,1,1,0
75860.77,0,0,100.0,18.63,73.98,0,18,0,0,1
6905.07,0,1,10.04,58.81,77.11,0,21,0,1,0
4783.75,0,5,19.51,34.46,153.85,0,11,0,0,0
1544.36,0,1,24.47,37.0,131.76,0,9,3,1,0
1981.18,1,1,7.3,12.44,392.99,0,22,1,0,0
125602.37,1,0,2.34,5.64,52.41,0,7,0,0,0
13848.84,1,4,5.05,7.09,76.57,0,13,0,0,1
58916.7,0,0,16.28,57.03,68.05,0,17,0,0,0
1525.75,0,3,19.77,10.24,165.28,0,16,1,0,0
1013.75,0,1,26.73,19.0,540.88,0,1,0,1,1
711.92,0,1,93.68,10.08,106.41,0,17,0,0,1
4259.91,0,1,47.56,72.93,2287.42,1,0,3,0,1
137053.46,1,2,27.14,62.48,21.88,0,3,0,0,1
11302.3,0,1,13.76,15.49,204.42,0,13,6,1,0
127383.63,1,0,6.1,56.12,50.47,0,4,0,0,1
34444.92,0,14,6.51,66.06,3.27,0,0,0,0,1
2910.64,0,1,40.96,21.41,3826.95,1,14,0,0,0
2415.04,1,1,22.85,7.61,489.62,0,9,0,0,0
853.87,1,2,59.46,4.08,110.71,0,21,1,1,0
6289.13,0,2,15.0,9.43,177.87,0,22,0,1,0
3528.17,0,2,18.34,53.12,206.59,0,9,0,0,0
6010.52,0,2,27.21,10.09,232.16,0,2,0,0,0
1003.13,0,0,23.08,21.44,86.28,1,23,0,0,1
4454.21,0,2,11.18,17.25,170.58,0,13,0,1,0
3847.58,0,2,90.63,14.82,305.33,0,14,1,0,0
3601.25,0,0,26.97,2.26,51.39,0,0,0,0,0
1582.46,0,1,8.47,20.41,19.82,0,14,1,0,0
51720.85,1,1,17.95,10.47,8.37,0,4,0,0,1
24350.5,1,0,10.32,4.46,46.53,0,17,0,0,0
1032.41,0,1,7.14,7.42,193.75,0,14,1,0,0
6441.03,0,2,27.53,19.79,3031.61,1,21,2,1,1
176.29,0,0,17.74,6.36,306.82,0,12,1,0,0
6115.67,1,0,4.71,5.94,18.48,0,11,0,1,1
482.92,1,1,16.85,7.89,58.54,0,14,1,0,0
1853.87,1,0,2.74,10.15,9.62,0,18,0,1,0
843.01,0,0,59.86,48.62,164.73,0,6,0,0,0
132533.11,0,1,69.12,6.07,145.03,0,8,0,0,1
7250.27,0,9,19.28,14.26,191.26,0,8,1,0,0
489.16,0,2,21.83,36.93,80.86,0,0,0,0,1
2187.51,1,1,26.79,3.39,46.96,0,20,0,0,0
61899.07,0,2,13.0,17.94,168.64,0,10,0,0,1
15230.4,0,2,73.87,8.74,194.43,0,6,1,0,0
4825.94,0,1,25.96,11.33,130.31,0,19,0,0,0
965.63,0,0,11.41,8.84,23.24,0,15,0,0,0
1956.1,0,1,1.11,25.44,36.87,0,12,2,0,0
14855.18,0,2,5.44,12.96,2914.16,1,5,0,0,1
6402.0,1,2,21.65,9.2,198.91,0,14,2,0,0
1251.09,1,2,16.61,48.99,77.16,0,18,0,0,0
2399.29,1,2,9.23,2.86,208.93,0,0,1,0,0
2477.22,1,2,29.66,22.19,16.59,0,18,0,1,0
1829.9,1,2,18.93,13.39,6.71,0,13,0,0,0
566.68,0,1,14.23,24.96,2.68,0,21,0,0,0
1591.41,0,0,17.73,13.69,81.24,0,16,0,0,0
12571.65,0,1,14.04,83.51,3.22,0,4,0,1,0
2140.63,0,4,33.36,15.25,129.17,0,10,0,0,0
2826.36,0,1,8.32,73.58,185.84,0,12,0,0,0
3606.62,0,0,32.63,23.12,105.86,0,21,0,0,0
28800.31,1,0,48.14,11.53,167.07,0,3,1,0,0
3161.73,0,2,23.9,8.17,210.09,1,23,0,0,0
9357.61,0,3,24.05,39.07,225.4,0,10,0,0,1
1723.0,0,1,58.54,15.08,176.44,0,1,0,0,1
2417.77,0,2,46.9,40.34,37.12,0,16,0,1,1
3173.38,1,1,7.2,16.52,310.28,0,18,0,0,0
1445.0,0,1,38.34,20.96,252.31,0,4,1,0,1
2556.21,1,3,39.54,48.51,91.5,0,14,0,0,0
7616.34,1,3,3.59,79.47,11.6,0,11,0,1,1
1407.59,0,8,28.05,45.07,3403.51,1,21,0,0,1
3134.07,0,0,14.62,5.22,372.11,0,23,0,0,0
6366.04,0,0,18.76,44.52,133.96,0,4,0,1,0
131778.07,0,1,5.14,30.7,197.06,0,4,0,1,1
9371.36,0,2,8.02,8.9,37.14,0,17,0,0,0
3370.73,1,0,1.59,8.34,7.14,0,6,7,0,0
2656.8,0,1,4.97,26.57,27.03,0,19,0,0,0
420.67,1,1,10.92,12.36,100.05,0,6,1,0,0
2156.81,0,0,5.26,23.5,84.15,0,1,1,0,1
4544.13,1,0,10.43,3.17,177.86,0,18,0,0,0
17949.99,0,3,3.07,43.08,105.92,0,7,0,0,0
5529.7,0,0,30.14,3.67,227.56,0,21,0,0,0
9664.52,0,1,1.59,67.56,10.38,0,13,0,0,0
935.33,0,1,36.62,14.32,18.32,0,19,0,0,0
2760.53,1,1,7.5,9.2,14.36,0,18,0,0,1
10622.68,0,1,18.99,24.11,132.27,0,13,1,0,0
1289.83,0,0,70.34,12.94,43.69,0,0,0,1,0
8227.38,0,0,14.79,10.13,334.73,0,1,0,0,0
6524.49,0,0,26.38,9.64,123.01,0,2,1,0,0
4124.6,0,3,20.06,12.07,34.04,0,8,1,0,0
2255.88,0,2,14.36,25.06,505.31,0,5,0,0,1
1168.77,0,0,10.96,15.93,182.93,0,4,0,0,0
18497.29,0,10,9.25,12.41,55.31,0,14,1,0,0
5895.02,0,0,35.51,14.32,3.57,0,10,0,0,0
4405.53,1,1,13.46,27.55,356.24,0,4,0,0,0
2073.83,0,1,25.49,2.52,218.77,0,9,0,0,0
3254.75,1,2,27.35,13.75,1.61,0,0,0,0,0
3694.93,0,0,11.17,27.67,206.64,0,19,0,0,0
4674.49,0,2,15.46,39.91,265.54,0,15,0,0,0
72477.83,0,1,43.61,6.91,3348.02,1,16,0,1,1
1433.0,0,0,17.36,3.67,222.23,0,2,0,0,0
723.0,0,1,73.27,17.44,6.1,0,17,0,0,0
3409.36,0,2,27.96,1.89,2445.14,1,12,0,0,1
546.09,0,0,40.25,23.86,15.92,0,23,0,0,0
2267.29,1,2,21.86,10.86,54.9,0,4,0,0,0
1883.36,0,0,17.09,52.98,145.13,0,14,1,0,0
5124.29,0,12,19.7,10.26,4436.92,1,8,0,0,1
22756.29,0,1,28.11,14.53,491.32,0,18,0,0,0
448.28,0,0,14.4,40.06,24.57,0,18,0,0,0
30460.47,1,0,18.44,5.8,529.36,0,2,0,0,0
2482.26,0,11,21.05,16.38,129.96,0,17,1,0,1
4437.33,0,4,8.57,30.66,2314.89,1,2,0,0,1
761.41,0,2,18.03,15.3,85.41,0,17,0,0,0
8491.93,0,0,30.07,9.63,2370.43,1,5,0,0,1
152372.5,1,0,15.05,20.36,394.28,0,21,1,1,0
2946.97,0,1,5.53,5.97,17.48,0,15,0,0,0
451.52,1,1,49.83,7.82,3.38,0,3,0,0,0
3373.81,0,2,26.41,6.71,53.21,0,8,0,0,0
7301.45,1,1,27.5,29.94,10.96,1,8,1,0,0
2474.32,0,1,26.46,12.21,115.53,0,21,0,0,0
10139.55,0,4,15.15,12.28,2.32,0,8,1,0,0
9729.28,1,5,2.13,25.86,73.15,0,2,0,0,1
1650.62,0,1,15.15,12.5,117.46,0,8,0,0,0
15446.13,0,0,17.44,5.38,98.62,0,10,1,0,0
3279.0,1,0,18.96,18.57,27.12,0,21,0,0,0
3293.63,0,2,12.1,25.2,5.19,0,7,1,1,0
3459.85,1,0,12.3,15.02,530.42,0,22,1,0,0
3358.72,1,1,12.06,3.59,158.31,0,8,0,0,1
225.85,1,0,9.37,11.54,210.56,0,15,1,0,0
2603.19,1,3,1.19,6.77,0.44,0,17,0,0,0
801.15,0,3,2.35,10.12,11.13,0,8,0,0,0
15936.0,0,0,6.55,10.42,8.04,0,12,1,0,0
15307.27,0,1,12.84,79.42,100.87,0,1,0,0,0
7346.2,0,0,15.05,18.63,362.4,0,3,0,0,0
2468.91,1,0,15.15,73.27,0.14,0,5,0,0,1
1143.66,0,1,46.56,45.88,283.47,1,2,1,0,1
1623.63,0,1,6.53,36.46,182.98,0,10,1,1,1
21864.99,0,4,20.14,10.65,114.37,0,8,0,0,0
29801.25,0,0,10.16,9.33,4091.69,1,22,1,0,0
297.2,1,0,17.87,44.03,250.95,0,8,0,1,0
8779.42,0,1,1.04,51.14,10.74,0,17,1,0,0
14051.76,0,2,66.33,13.52,242.61,0,22,0,0,1
16468.68,1,3,5.95,13.17,274.17,0,19,0,0,0
8851.55,1,0,19.02,5.03,66.54,0,8,0,1,0
10420.39,0,1,29.21,18.29,105.33,0,15,0,0,0
3304.15,1,2,1.94,3.39,6.66,0,7,0,0,0
392.96,0,0,38.99,93.31,46.31,0,9,0,0,0
3222.4,1,0,4.53,25.55,231.37,0,1,2,0,0
5834.67,0,8,86.44,6.42,85.51,0,0,1,1,1
2737.31,0,11,15.44,10.43,7.07,0,12,3,0,0
2615.38,1,5,13.4,12.45,4.57,0,10,0,0,0
1194.98,0,1,5.34,68.88,28.69,0,7,1,0,0
1150.86,0,1,10.96,39.19,28.51,0,15,0,0,0
19695.56,0,1,41.34,65.12,70.38,0,16,0,1,1
20421.56,0,2,4.8,9.08,16.02,0,6,0,0,0
3125.51,0,2,34.75,32.75,18.37,0,3,0,1,1
4152.74,0,0,24.87,10.6,63.58,0,21,0,1,0
1175.14,0,2,17.47,23.86,27.6,0,18,0,0,0
5958.5,1,0,56.65,28.75,143.73,0,19,0,1,0
18208.6,1,0,7.5,31.72,73.71,0,14,0,0,0
679.1,0,1,67.89,18.38,222.33,0,14,0,0,0
4983.48,0,3,5.18,42.53,30.7,0,7,7,1,0
146861.07,0,1,11.74,13.08,37.2,0,7,0,0,0
5311.38,0,0,36.27,64.82,104.95,0,17,0,0,0
16200.83,1,1,23.43,63.37,158.5,0,19,8,0,1
24005.02,0,0,31.76,5.52,106.69,0,19,3,1,1
2481.25,0,3,61.5,19.48,28.28,0,8,0,0,0
87298.14,0,2,8.44,7.41,56.76,0,18,0,0,1
114764.85,0,1,17.67,6.85,157.02,0,6,0,0,0
1665.51,1,9,10.67,12.17,31.54,0,23,0,0,1
4108.5,1,1,28.18,26.03,35.63,0,14,0,0,0
6133.37,0,4,6.92,12.13,135.82,0,17,0,0,0
3892.97,0,0,38.46,2.45,101.01,0,4,0,0,0
1298.31,1,2,7.98,29.98,301.27,0,8,0,1,0
1971.28,0,11,17.59,7.44,64.56,0,12,0,0,0
1986.43,1,0,5.65,11.06,181.48,0,1,1,0,0
1349.59,1,3,55.42,24.08,156.9,0,6,0,0,0
4287.85,0,1,1.7,4.53,15.03,0,16,0,0,0
136825.39,1,1,11.97,59.42,3200.09,1,17,0,0,1
8345.83,0,1,16.28,6.68,99.46,0,17,1,0,0
1329.26,1,0,42.62,3.85,77.69,0,3,0,0,0
129274.3,0,1,21.36,6.56,34.86,0,11,0,0,0
14832.4,0,1,8.9,1.85,68.91,0,20,1,0,0
2658.46,0,11,19.82,2.94,170.12,0,7,0,0,0
3229.66,0,2,9.15,76.02,53.64,0,2,1,0,0
2630.41,0,3,96.31,31.64,253.41,0,17,0,0,1
9730.6,0,3,9.57,14.09,20.19,0,5,0,0,0
10115.34,0,0,18.86,21.16,115.49,0,6,0,1,0
9539.61,0,2,1.37,43.49,25.24,0,7,0,0,0
3218.17,0,2,31.82,27.42,42.58,0,2,0,0,0
1309.71,1,1,1.24,3.81,3911.02,1,21,0,0,0
21487.21,1,2,2.2,55.73,44.41,0,6,0,0,0
7378.38,0,1,4.99,26.09,30.83,0,4,0,0,0
105544.44,0,1,1.85,5.31,153.53,0,17,0,0,0
13014.49,1,0,16.5,16.39,198.7,0,20,0,0,0
1834.25,1,1,9.92,16.97,213.24,0,8,0,0,0
12844.92,0,0,7.53,8.92,52.77,0,5,0,0,0
13743.0,1,1,17.53,14.22,50.93,0,5,0,0,0
1247.03,0,0,20.21,27.83,85.8,0,2,0,0,0
5606.93,0,1,15.34,8.42,58.93,0,11,0,0,0
6851.28,1,1,16.98,9.8,26.67,0,19,1,0,0
42826.37,1,1,21.02,15.01,7.92,0,19,0,0,0
1491.74,1,1,5.92,45.57,313.44,0,11,0,0,0
13128.53,0,0,1.41,7.92,11.72,0,10,1,0,0
3188.63,0,1,6.35,12.28,144.17,0,23,0,1,0
67426.78,0,3,12.59,9.65,106.27,0,14,0,0,0
2779.46,0,1,9.54,12.52,9.04,0,4,1,0,0
3141.53,0,2,16.32,6.09,226.62,0,11,0,0,0
31386.77,0,2,5.02,11.92,82.76,0,15,0,0,0
4281.99,0,2,6.32,4.98,158.33,0,13,0,1,0
8166.61,1,0,10.72,74.37,173.83,0,4,0,0,1
3976.67,0,0,52.11,32.23,162.64,0,16,1,0,1
1822.85,0,2,0.97,90.04,4050.17,1,0,1,0,1
2701.41,1,2,11.33,33.99,1834.08,1,21,0,0,1
3119.59,0,1,7.42,18.36,186.58,0,8,4,0,0
3894.5,1,0,55.01,73.27,54.01,0,8,1,0,0
